"Pressure"	"Velocity:0"	"Velocity:1"	"Velocity:2"	"Temperature"	"Nu_Tilde"	"Residual_Pressure"	"Residual_Velocity:0"	"Residual_Velocity:1"	"Residual_Velocity:2"	"Residual_Temperature"	"Residual_Nu_Tilde"	"Pressure_Coefficient"	"Laminar_Viscosity"	"Skin_Friction_Coefficient:0"	"Skin_Friction_Coefficient:1"	"Skin_Friction_Coefficient:2"	"Heat_Flux"	"Y_Plus"	"Eddy_Viscosity"	"Thermal_Conductivity"	"vtkValidPointMask"	"arc_length"	"Points:0"	"Points:1"	"Points:2"
465.63	0.53737	-0.15515	0	298.15	1.7957e-006	3.6749e-013	8.5166e-012	-1.8884e-011	0	-2.6944e-005	4.3438e-019	14.927	0.001003	0	0	0	0	0	2.8143e-005	0.73077	1	0.0011295	0.0022	0.0011295	0
465.86	0.5377	-0.15495	0	298.14	1.7951e-006	3.529e-013	1.0096e-011	-1.9511e-011	0	-2.7201e-005	4.2592e-019	14.934	0.001003	0	0	0	0	0	2.8103e-005	0.73058	1	0.001131	0.0022	0.001131	0
466.09	0.53802	-0.15475	0	298.12	1.7944e-006	3.383e-013	1.1676e-011	-2.0137e-011	0	-2.7457e-005	4.1746e-019	14.942	0.001003	0	0	0	0	0	2.8063e-005	0.7304	1	0.0011325	0.0022	0.0011325	0
466.32	0.53834	-0.15455	0	298.11	1.7938e-006	3.2371e-013	1.3256e-011	-2.0764e-011	0	-2.7714e-005	4.09e-019	14.949	0.001003	0	0	0	0	0	2.8023e-005	0.73021	1	0.001134	0.0022	0.001134	0
466.56	0.53867	-0.15435	0	298.09	1.7932e-006	3.0911e-013	1.4835e-011	-2.1391e-011	0	-2.797e-005	4.0054e-019	14.957	0.001003	0	0	0	0	0	2.7983e-005	0.73003	1	0.0011355	0.0022	0.0011355	0
466.79	0.53899	-0.15415	0	298.08	1.7925e-006	2.9452e-013	1.6415e-011	-2.2018e-011	0	-2.8227e-005	3.9208e-019	14.964	0.001003	0	0	0	0	0	2.7943e-005	0.72984	1	0.001137	0.0022	0.001137	0
467.02	0.53931	-0.15395	0	298.06	1.7919e-006	2.7992e-013	1.7995e-011	-2.2644e-011	0	-2.8484e-005	3.8363e-019	14.972	0.001003	0	0	0	0	0	2.7902e-005	0.72965	1	0.0011385	0.0022	0.0011385	0
467.25	0.53964	-0.15375	0	298.04	1.7913e-006	2.6533e-013	1.9574e-011	-2.3271e-011	0	-2.874e-005	3.7517e-019	14.979	0.001003	0	0	0	0	0	2.7862e-005	0.72947	1	0.00114	0.0022	0.00114	0
467.45	0.53996	-0.15355	0	298.03	1.7906e-006	2.5078e-013	2.1036e-011	-2.3848e-011	0	-2.8946e-005	3.685e-019	14.985	0.001003	0	0	0	0	0	2.7823e-005	0.72929	1	0.0011415	0.0022	0.0011415	0
467.43	0.54031	-0.15336	0	298.02	1.7901e-006	2.3645e-013	2.1849e-011	-2.4154e-011	0	-2.8871e-005	3.7162e-019	14.985	0.001003	0	0	0	0	0	2.779e-005	0.72913	1	0.001143	0.0022	0.001143	0
467.41	0.54065	-0.15317	0	298	1.7895e-006	2.2213e-013	2.2662e-011	-2.4459e-011	0	-2.8796e-005	3.7475e-019	14.984	0.001003	0	0	0	0	0	2.7756e-005	0.72897	1	0.0011445	0.0022	0.0011445	0
467.39	0.54099	-0.15298	0	297.99	1.789e-006	2.078e-013	2.3475e-011	-2.4765e-011	0	-2.8721e-005	3.7787e-019	14.983	0.001003	0	0	0	0	0	2.7723e-005	0.72882	1	0.001146	0.0022	0.001146	0
467.37	0.54134	-0.15279	0	297.98	1.7884e-006	1.9348e-013	2.4289e-011	-2.507e-011	0	-2.8647e-005	3.81e-019	14.983	0.001003	0	0	0	0	0	2.7689e-005	0.72866	1	0.0011475	0.0022	0.0011475	0
467.35	0.54168	-0.1526	0	297.97	1.7879e-006	1.7915e-013	2.5102e-011	-2.5375e-011	0	-2.8572e-005	3.8412e-019	14.982	0.001003	0	0	0	0	0	2.7656e-005	0.72851	1	0.001149	0.0022	0.001149	0
467.33	0.54202	-0.15241	0	297.95	1.7873e-006	1.6483e-013	2.5915e-011	-2.5681e-011	0	-2.8497e-005	3.8725e-019	14.982	0.001003	0	0	0	0	0	2.7622e-005	0.72835	1	0.0011505	0.0022	0.0011505	0
467.32	0.54237	-0.15222	0	297.94	1.7868e-006	1.505e-013	2.6729e-011	-2.5986e-011	0	-2.8422e-005	3.9037e-019	14.981	0.001003	0	0	0	0	0	2.7589e-005	0.7282	1	0.001152	0.0022	0.001152	0
467.3	0.54271	-0.15203	0	297.93	1.7862e-006	1.3618e-013	2.7542e-011	-2.6292e-011	0	-2.8347e-005	3.935e-019	14.98	0.001003	0	0	0	0	0	2.7555e-005	0.72804	1	0.0011535	0.0022	0.0011535	0
467.28	0.54306	-0.15184	0	297.92	1.7856e-006	1.2185e-013	2.8355e-011	-2.6597e-011	0	-2.8273e-005	3.9662e-019	14.98	0.001003	0	0	0	0	0	2.7522e-005	0.72789	1	0.001155	0.0022	0.001155	0
467.26	0.5434	-0.15165	0	297.9	1.7851e-006	1.0753e-013	2.9168e-011	-2.6903e-011	0	-2.8198e-005	3.9975e-019	14.979	0.001003	0	0	0	0	0	2.7488e-005	0.72773	1	0.0011565	0.0022	0.0011565	0
467.24	0.54374	-0.15146	0	297.89	1.7845e-006	9.3202e-014	2.9982e-011	-2.7208e-011	0	-2.8123e-005	4.0287e-019	14.979	0.001003	0	0	0	0	0	2.7455e-005	0.72757	1	0.001158	0.0022	0.001158	0
467.22	0.54409	-0.15128	0	297.88	1.784e-006	7.8877e-014	3.0795e-011	-2.7513e-011	0	-2.8048e-005	4.06e-019	14.978	0.001003	0	0	0	0	0	2.7421e-005	0.72742	1	0.0011595	0.0022	0.0011595	0
467.2	0.54443	-0.15109	0	297.87	1.7834e-006	6.4552e-014	3.1608e-011	-2.7819e-011	0	-2.7974e-005	4.0913e-019	14.977	0.001003	0	0	0	0	0	2.7388e-005	0.72726	1	0.001161	0.0022	0.001161	0
467.31	0.5445	-0.15083	0	297.87	1.7837e-006	4.0956e-014	2.935e-011	-2.6713e-011	0	-2.6511e-005	4.048e-019	14.981	0.001003	0	0	0	0	0	2.7402e-005	0.72733	1	0.0011625	0.0022	0.0011625	0
467.41	0.54456	-0.15056	0	297.88	1.7839e-006	1.721e-014	2.7043e-011	-2.5584e-011	0	-2.5026e-005	4.0036e-019	14.984	0.001003	0	0	0	0	0	2.7416e-005	0.7274	1	0.001164	0.0022	0.001164	0
467.52	0.54462	-0.1503	0	297.89	1.7841e-006	-6.5347e-015	2.4736e-011	-2.4455e-011	0	-2.3542e-005	3.9592e-019	14.987	0.001003	0	0	0	0	0	2.7431e-005	0.72746	1	0.0011655	0.0022	0.0011655	0
467.62	0.54469	-0.15004	0	297.89	1.7844e-006	-3.028e-014	2.2429e-011	-2.3326e-011	0	-2.2057e-005	3.9148e-019	14.991	0.001003	0	0	0	0	0	2.7446e-005	0.72753	1	0.001167	0.0022	0.001167	0
467.73	0.54475	-0.14978	0	297.9	1.7846e-006	-5.4025e-014	2.0121e-011	-2.2197e-011	0	-2.0572e-005	3.8704e-019	14.994	0.001003	0	0	0	0	0	2.746e-005	0.7276	1	0.0011685	0.0022	0.0011685	0
467.83	0.54481	-0.14951	0	297.91	1.7849e-006	-7.7768e-014	1.7814e-011	-2.1068e-011	0	-1.9087e-005	3.826e-019	14.998	0.001003	0	0	0	0	0	2.7475e-005	0.72767	1	0.00117	0.0022	0.00117	0
467.94	0.54488	-0.14925	0	297.92	1.7851e-006	-1.0151e-013	1.5507e-011	-1.9939e-011	0	-1.7603e-005	3.7816e-019	15.001	0.001003	0	0	0	0	0	2.749e-005	0.72774	1	0.0011715	0.0022	0.0011715	0
468.04	0.54494	-0.14899	0	297.92	1.7854e-006	-1.2526e-013	1.32e-011	-1.881e-011	0	-1.6118e-005	3.7372e-019	15.004	0.001003	0	0	0	0	0	2.7504e-005	0.7278	1	0.001173	0.0022	0.001173	0
468.15	0.545	-0.14873	0	297.93	1.7856e-006	-1.49e-013	1.0893e-011	-1.7681e-011	0	-1.4633e-005	3.6928e-019	15.008	0.001003	0	0	0	0	0	2.7519e-005	0.72787	1	0.0011745	0.0022	0.0011745	0
468.25	0.54507	-0.14847	0	297.94	1.7859e-006	-1.7275e-013	8.5854e-012	-1.6552e-011	0	-1.3148e-005	3.6484e-019	15.011	0.001003	0	0	0	0	0	2.7534e-005	0.72794	1	0.001176	0.0022	0.001176	0
468.36	0.54513	-0.1482	0	297.94	1.7861e-006	-1.9649e-013	6.2782e-012	-1.5423e-011	0	-1.1664e-005	3.604e-019	15.014	0.001003	0	0	0	0	0	2.7548e-005	0.72801	1	0.0011775	0.0022	0.0011775	0
468.46	0.54519	-0.14794	0	297.95	1.7864e-006	-2.2024e-013	3.971e-012	-1.4294e-011	0	-1.0179e-005	3.5596e-019	15.018	0.001003	0	0	0	0	0	2.7563e-005	0.72808	1	0.001179	0.0022	0.001179	0
468.57	0.54526	-0.14768	0	297.96	1.7866e-006	-2.4398e-013	1.6637e-012	-1.3166e-011	0	-8.6941e-006	3.5152e-019	15.021	0.001003	0	0	0	0	0	2.7578e-005	0.72814	1	0.0011805	0.0022	0.0011805	0
468.67	0.54532	-0.14742	0	297.96	1.7868e-006	-2.6773e-013	-6.4349e-013	-1.2037e-011	0	-7.2093e-006	3.4708e-019	15.024	0.001003	0	0	0	0	0	2.7592e-005	0.72821	1	0.001182	0.0022	0.001182	0
468.78	0.54538	-0.14716	0	297.97	1.7871e-006	-2.9147e-013	-2.9507e-012	-1.0908e-011	0	-5.7246e-006	3.4264e-019	15.028	0.001003	0	0	0	0	0	2.7607e-005	0.72828	1	0.0011835	0.0022	0.0011835	0
468.93	0.54539	-0.14688	0	297.98	1.7874e-006	-3.0299e-013	-4.5511e-012	-9.9712e-012	0	-4.7764e-006	3.4676e-019	15.033	0.001003	0	0	0	0	0	2.7626e-005	0.72837	1	0.001185	0.0022	0.001185	0
469.11	0.54538	-0.1466	0	297.99	1.7877e-006	-3.1004e-013	-5.8934e-012	-9.1048e-012	0	-4.024e-006	3.54e-019	15.038	0.001003	0	0	0	0	0	2.7646e-005	0.72846	1	0.0011865	0.0022	0.0011865	0
469.28	0.54536	-0.14632	0	298	1.7881e-006	-3.1709e-013	-7.2356e-012	-8.2384e-012	0	-3.2717e-006	3.6124e-019	15.044	0.001003	0	0	0	0	0	2.7666e-005	0.72856	1	0.001188	0.0022	0.001188	0
469.46	0.54535	-0.14604	0	298	1.7884e-006	-3.2414e-013	-8.5779e-012	-7.3721e-012	0	-2.5194e-006	3.6848e-019	15.05	0.001003	0	0	0	0	0	2.7687e-005	0.72865	1	0.0011895	0.0022	0.0011895	0
469.63	0.54533	-0.14576	0	298.01	1.7887e-006	-3.3119e-013	-9.9202e-012	-6.5057e-012	0	-1.7671e-006	3.7572e-019	15.055	0.001003	0	0	0	0	0	2.7707e-005	0.72874	1	0.001191	0.0022	0.001191	0
469.81	0.54532	-0.14549	0	298.02	1.789e-006	-3.3824e-013	-1.1263e-011	-5.6394e-012	0	-1.0147e-006	3.8297e-019	15.061	0.001003	0	0	0	0	0	2.7727e-005	0.72884	1	0.0011925	0.0022	0.0011925	0
469.98	0.5453	-0.14521	0	298.03	1.7894e-006	-3.4529e-013	-1.2605e-011	-4.773e-012	0	-2.6242e-007	3.9021e-019	15.067	0.001003	0	0	0	0	0	2.7748e-005	0.72893	1	0.001194	0.0022	0.001194	0
470.16	0.54529	-0.14493	0	298.04	1.7897e-006	-3.5234e-013	-1.3947e-011	-3.9066e-012	0	4.899e-007	3.9745e-019	15.072	0.001003	0	0	0	0	0	2.7768e-005	0.72903	1	0.0011955	0.0022	0.0011955	0
470.33	0.54528	-0.14465	0	298.05	1.79e-006	-3.594e-013	-1.5289e-011	-3.0403e-012	0	1.2422e-006	4.0469e-019	15.078	0.001003	0	0	0	0	0	2.7788e-005	0.72912	1	0.001197	0.0022	0.001197	0
470.51	0.54526	-0.14437	0	298.05	1.7903e-006	-3.6645e-013	-1.6632e-011	-2.1739e-012	0	1.9945e-006	4.1193e-019	15.083	0.001003	0	0	0	0	0	2.7809e-005	0.72922	1	0.0011985	0.0022	0.0011985	0
470.68	0.54525	-0.14409	0	298.06	1.7907e-006	-3.735e-013	-1.7974e-011	-1.3076e-012	0	2.7469e-006	4.1917e-019	15.089	0.001003	0	0	0	0	0	2.7829e-005	0.72931	1	0.0012	0.0022	0.0012	0
470.86	0.54523	-0.14381	0	298.07	1.791e-006	-3.8055e-013	-1.9316e-011	-4.4127e-013	0	3.4991e-006	4.2642e-019	15.095	0.001003	0	0	0	0	0	2.7849e-005	0.72941	1	0.0012015	0.0022	0.0012015	0
471.03	0.54522	-0.14353	0	298.08	1.7913e-006	-3.876e-013	-2.0658e-011	4.2509e-013	0	4.2514e-006	4.3366e-019	15.1	0.001003	0	0	0	0	0	2.787e-005	0.7295	1	0.001203	0.0022	0.001203	0
471.21	0.5452	-0.14325	0	298.09	1.7916e-006	-3.9465e-013	-2.2001e-011	1.2915e-012	0	5.0038e-006	4.409e-019	15.106	0.001003	0	0	0	0	0	2.789e-005	0.72959	1	0.0012045	0.0022	0.0012045	0
471.38	0.54519	-0.14297	0	298.1	1.792e-006	-4.017e-013	-2.3343e-011	2.1578e-012	0	5.7561e-006	4.4814e-019	15.111	0.001003	0	0	0	0	0	2.791e-005	0.72969	1	0.001206	0.0022	0.001206	0
471.57	0.54497	-0.14269	0	298.12	1.793e-006	-3.9405e-013	-2.1506e-011	1.3653e-012	0	4.6719e-006	4.4945e-019	15.117	0.001003	0	0	0	0	0	2.7973e-005	0.72998	1	0.0012075	0.0022	0.0012075	0
471.75	0.54473	-0.1424	0	298.14	1.794e-006	-3.8498e-013	-1.9361e-011	4.1212e-013	0	3.4096e-006	4.5018e-019	15.123	0.001003	0	0	0	0	0	2.804e-005	0.73029	1	0.001209	0.0022	0.001209	0
471.93	0.54449	-0.14211	0	298.16	1.7951e-006	-3.7591e-013	-1.7216e-011	-5.4111e-013	0	2.1474e-006	4.5091e-019	15.129	0.001003	0	0	0	0	0	2.8107e-005	0.7306	1	0.0012105	0.0022	0.0012105	0
472.11	0.54425	-0.14183	0	298.18	1.7962e-006	-3.6684e-013	-1.5071e-011	-1.4943e-012	0	8.8521e-007	4.5164e-019	15.135	0.001003	0	0	0	0	0	2.8174e-005	0.73091	1	0.001212	0.0022	0.001212	0
472.29	0.54401	-0.14154	0	298.2	1.7972e-006	-3.5777e-013	-1.2926e-011	-2.4476e-012	0	-3.77e-007	4.5237e-019	15.141	0.001003	0	0	0	0	0	2.8241e-005	0.73122	1	0.0012135	0.0022	0.0012135	0
472.48	0.54377	-0.14126	0	298.22	1.7983e-006	-3.487e-013	-1.0781e-011	-3.4008e-012	0	-1.6392e-006	4.531e-019	15.147	0.001003	0	0	0	0	0	2.8308e-005	0.73154	1	0.001215	0.0022	0.001215	0
472.66	0.54353	-0.14097	0	298.24	1.7994e-006	-3.3963e-013	-8.636e-012	-4.3539e-012	0	-2.9013e-006	4.5383e-019	15.152	0.001003	0	0	0	0	0	2.8374e-005	0.73185	1	0.0012165	0.0022	0.0012165	0
472.84	0.5433	-0.14068	0	298.27	1.8004e-006	-3.3056e-013	-6.491e-012	-5.3072e-012	0	-4.1635e-006	4.5456e-019	15.158	0.001003	0	0	0	0	0	2.8441e-005	0.73216	1	0.001218	0.0022	0.001218	0
473.02	0.54306	-0.1404	0	298.29	1.8015e-006	-3.2149e-013	-4.3459e-012	-6.2604e-012	0	-5.4258e-006	4.5529e-019	15.164	0.001003	0	0	0	0	0	2.8508e-005	0.73247	1	0.0012195	0.0022	0.0012195	0
473.21	0.54282	-0.14011	0	298.31	1.8026e-006	-3.1241e-013	-2.2009e-012	-7.2136e-012	0	-6.688e-006	4.5602e-019	15.17	0.001003	0	0	0	0	0	2.8575e-005	0.73278	1	0.001221	0.0022	0.001221	0
473.39	0.54258	-0.13982	0	298.33	1.8036e-006	-3.0334e-013	-5.5859e-014	-8.1668e-012	0	-7.9502e-006	4.5675e-019	15.176	0.001003	0	0	0	0	0	2.8642e-005	0.73309	1	0.0012225	0.0022	0.0012225	0
473.57	0.54234	-0.13954	0	298.35	1.8047e-006	-2.9427e-013	2.0892e-012	-9.12e-012	0	-9.2124e-006	4.5748e-019	15.182	0.001003	0	0	0	0	0	2.8709e-005	0.7334	1	0.001224	0.0022	0.001224	0
473.75	0.5421	-0.13925	0	298.37	1.8058e-006	-2.852e-013	4.2342e-012	-1.0073e-011	0	-1.0475e-005	4.5821e-019	15.187	0.001003	0	0	0	0	0	2.8776e-005	0.73371	1	0.0012255	0.0022	0.0012255	0
473.93	0.54186	-0.13897	0	298.39	1.8068e-006	-2.7613e-013	6.3792e-012	-1.1026e-011	0	-1.1737e-005	4.5894e-019	15.193	0.001003	0	0	0	0	0	2.8843e-005	0.73402	1	0.001227	0.0022	0.001227	0
474.12	0.54162	-0.13868	0	298.42	1.8079e-006	-2.6706e-013	8.5243e-012	-1.198e-011	0	-1.2999e-005	4.5967e-019	15.199	0.001003	0	0	0	0	0	2.891e-005	0.73433	1	0.0012285	0.0022	0.0012285	0
474.3	0.54138	-0.13839	0	298.44	1.809e-006	-2.5799e-013	1.0669e-011	-1.2933e-011	0	-1.4261e-005	4.604e-019	15.205	0.001003	0	0	0	0	0	2.8977e-005	0.73465	1	0.00123	0.0022	0.00123	0
474.48	0.54114	-0.13811	0	298.46	1.8101e-006	-2.4892e-013	1.2814e-011	-1.3886e-011	0	-1.5523e-005	4.6113e-019	15.211	0.001003	0	0	0	0	0	2.9044e-005	0.73496	1	0.0012315	0.0022	0.0012315	0
474.66	0.5409	-0.13782	0	298.48	1.8111e-006	-2.3985e-013	1.4959e-011	-1.4839e-011	0	-1.6786e-005	4.6186e-019	15.217	0.001003	0	0	0	0	0	2.9111e-005	0.73527	1	0.001233	0.0022	0.001233	0
474.85	0.54066	-0.13754	0	298.5	1.8122e-006	-2.3078e-013	1.7104e-011	-1.5793e-011	0	-1.8048e-005	4.6259e-019	15.222	0.001003	0	0	0	0	0	2.9177e-005	0.73558	1	0.0012345	0.0022	0.0012345	0
475.03	0.54043	-0.13725	0	298.52	1.8133e-006	-2.2171e-013	1.9249e-011	-1.6746e-011	0	-1.931e-005	4.6332e-019	15.228	0.001003	0	0	0	0	0	2.9244e-005	0.73589	1	0.001236	0.0022	0.001236	0
475.21	0.54019	-0.13696	0	298.54	1.8143e-006	-2.1264e-013	2.1394e-011	-1.7699e-011	0	-2.0572e-005	4.6405e-019	15.234	0.001003	0	0	0	0	0	2.9311e-005	0.7362	1	0.0012375	0.0022	0.0012375	0
475.39	0.53995	-0.13668	0	298.57	1.8154e-006	-2.0356e-013	2.3539e-011	-1.8652e-011	0	-2.1834e-005	4.6478e-019	15.24	0.001003	0	0	0	0	0	2.9378e-005	0.73651	1	0.001239	0.0022	0.001239	0
475.57	0.53971	-0.13639	0	298.59	1.8165e-006	-1.9449e-013	2.5684e-011	-1.9605e-011	0	-2.3097e-005	4.6551e-019	15.246	0.001003	0	0	0	0	0	2.9445e-005	0.73682	1	0.0012405	0.0022	0.0012405	0
475.8	0.53942	-0.13607	0	298.61	1.8178e-006	-2.4009e-013	2.5235e-011	-1.9247e-011	0	-2.2506e-005	3.9762e-019	15.253	0.001003	0	0	0	0	0	2.9529e-005	0.73721	1	0.001242	0.0022	0.001242	0
476.04	0.53912	-0.13575	0	298.63	1.8191e-006	-2.9422e-013	2.4381e-011	-1.8683e-011	0	-2.1626e-005	3.1903e-019	15.261	0.001003	0	0	0	0	0	2.9617e-005	0.73762	1	0.0012435	0.0022	0.0012435	0
476.28	0.53882	-0.13543	0	298.65	1.8204e-006	-3.4835e-013	2.3526e-011	-1.812e-011	0	-2.0746e-005	2.4045e-019	15.268	0.001003	0	0	0	0	0	2.9704e-005	0.73802	1	0.001245	0.0022	0.001245	0
476.52	0.53853	-0.13511	0	298.67	1.8218e-006	-4.0248e-013	2.2672e-011	-1.7557e-011	0	-1.9867e-005	1.6186e-019	15.276	0.001003	0	0	0	0	0	2.9791e-005	0.73843	1	0.0012465	0.0022	0.0012465	0
476.75	0.53823	-0.13479	0	298.7	1.8231e-006	-4.5661e-013	2.1818e-011	-1.6994e-011	0	-1.8987e-005	8.3273e-020	15.284	0.001003	0	0	0	0	0	2.9878e-005	0.73883	1	0.001248	0.0022	0.001248	0
476.99	0.53793	-0.13446	0	298.72	1.8245e-006	-5.1073e-013	2.0964e-011	-1.643e-011	0	-1.8107e-005	4.6837e-021	15.291	0.001003	0	0	0	0	0	2.9965e-005	0.73924	1	0.0012495	0.0022	0.0012495	0
477.23	0.53764	-0.13414	0	298.74	1.8258e-006	-5.6486e-013	2.0109e-011	-1.5867e-011	0	-1.7227e-005	-7.3906e-020	15.299	0.001003	0	0	0	0	0	3.0052e-005	0.73964	1	0.001251	0.0022	0.001251	0
477.44	0.53723	-0.13379	0	298.76	1.8276e-006	-5.8564e-013	2.014e-011	-1.5677e-011	0	-1.7294e-005	-7.2641e-020	15.305	0.001003	0	0	0	0	0	3.0173e-005	0.7402	1	0.0012525	0.0022	0.0012525	0
477.64	0.53682	-0.13345	0	298.79	1.8294e-006	-6.05e-013	2.0207e-011	-1.5502e-011	0	-1.7401e-005	-6.7987e-020	15.312	0.001003	0	0	0	0	0	3.0295e-005	0.74077	1	0.001254	0.0022	0.001254	0
477.85	0.53641	-0.1331	0	298.81	1.8312e-006	-6.2437e-013	2.0275e-011	-1.5328e-011	0	-1.7508e-005	-6.3334e-020	15.319	0.001003	0	0	0	0	0	3.0418e-005	0.74134	1	0.0012555	0.0022	0.0012555	0
478.06	0.53601	-0.13275	0	298.83	1.833e-006	-6.4373e-013	2.0343e-011	-1.5153e-011	0	-1.7614e-005	-5.868e-020	15.325	0.001003	0	0	0	0	0	3.054e-005	0.74191	1	0.001257	0.0022	0.001257	0
478.26	0.5356	-0.1324	0	298.86	1.8348e-006	-6.6309e-013	2.0411e-011	-1.4979e-011	0	-1.7721e-005	-5.4027e-020	15.332	0.001003	0	0	0	0	0	3.0663e-005	0.74248	1	0.0012585	0.0022	0.0012585	0
478.47	0.53519	-0.13206	0	298.88	1.8366e-006	-6.8245e-013	2.0479e-011	-1.4804e-011	0	-1.7828e-005	-4.9373e-020	15.339	0.001003	0	0	0	0	0	3.0785e-005	0.74305	1	0.00126	0.0022	0.00126	0
478.68	0.53478	-0.13171	0	298.9	1.8384e-006	-7.0181e-013	2.0547e-011	-1.463e-011	0	-1.7935e-005	-4.472e-020	15.345	0.001003	0	0	0	0	0	3.0908e-005	0.74362	1	0.0012615	0.0022	0.0012615	0
478.88	0.53437	-0.13136	0	298.93	1.8402e-006	-7.2117e-013	2.0615e-011	-1.4455e-011	0	-1.8041e-005	-4.0066e-020	15.352	0.001003	0	0	0	0	0	3.103e-005	0.74419	1	0.001263	0.0022	0.001263	0
479.09	0.53396	-0.13101	0	298.95	1.842e-006	-7.4054e-013	2.0682e-011	-1.4281e-011	0	-1.8148e-005	-3.5413e-020	15.358	0.001003	0	0	0	0	0	3.1153e-005	0.74476	1	0.0012645	0.0022	0.0012645	0
479.33	0.53357	-0.13068	0	298.97	1.8439e-006	-7.6525e-013	1.986e-011	-1.3577e-011	0	-1.7473e-005	-5.8187e-020	15.366	0.001003	0	0	0	0	0	3.128e-005	0.74535	1	0.001266	0.0022	0.001266	0
479.59	0.53318	-0.13035	0	299	1.8458e-006	-7.913e-013	1.8815e-011	-1.2742e-011	0	-1.6602e-005	-8.7793e-020	15.374	0.001003	0	0	0	0	0	3.1408e-005	0.74594	1	0.0012675	0.0022	0.0012675	0
479.84	0.53279	-0.13003	0	299.02	1.8477e-006	-8.1734e-013	1.777e-011	-1.1906e-011	0	-1.5732e-005	-1.174e-019	15.383	0.001003	0	0	0	0	0	3.1536e-005	0.74654	1	0.001269	0.0022	0.001269	0
480.09	0.5324	-0.1297	0	299.04	1.8496e-006	-8.4339e-013	1.6725e-011	-1.1071e-011	0	-1.4861e-005	-1.4701e-019	15.391	0.001003	0	0	0	0	0	3.1664e-005	0.74713	1	0.0012705	0.0022	0.0012705	0
480.34	0.53201	-0.12937	0	299.07	1.8515e-006	-8.6944e-013	1.568e-011	-1.0236e-011	0	-1.3991e-005	-1.7661e-019	15.399	0.001003	0	0	0	0	0	3.1792e-005	0.74773	1	0.001272	0.0022	0.001272	0
480.6	0.53162	-0.12904	0	299.09	1.8534e-006	-8.9548e-013	1.4636e-011	-9.4004e-012	0	-1.3121e-005	-2.0622e-019	15.407	0.001003	0	0	0	0	0	3.192e-005	0.74832	1	0.0012735	0.0022	0.0012735	0
480.85	0.53123	-0.12871	0	299.11	1.8553e-006	-9.2153e-013	1.3591e-011	-8.5651e-012	0	-1.225e-005	-2.3582e-019	15.415	0.001003	0	0	0	0	0	3.2049e-005	0.74892	1	0.001275	0.0022	0.001275	0
481.1	0.53084	-0.12839	0	299.14	1.8572e-006	-9.4758e-013	1.2546e-011	-7.7298e-012	0	-1.138e-005	-2.6543e-019	15.423	0.001003	0	0	0	0	0	3.2177e-005	0.74951	1	0.0012765	0.0022	0.0012765	0
481.36	0.53045	-0.12806	0	299.16	1.8591e-006	-9.7362e-013	1.1501e-011	-6.8945e-012	0	-1.0509e-005	-2.9503e-019	15.431	0.001003	0	0	0	0	0	3.2305e-005	0.75011	1	0.001278	0.0022	0.001278	0
481.61	0.53006	-0.12773	0	299.18	1.861e-006	-9.9967e-013	1.0457e-011	-6.0592e-012	0	-9.639e-006	-3.2464e-019	15.439	0.001003	0	0	0	0	0	3.2433e-005	0.7507	1	0.0012795	0.0022	0.0012795	0
481.86	0.52967	-0.1274	0	299.21	1.8629e-006	-1.0257e-012	9.4117e-012	-5.2239e-012	0	-8.7686e-006	-3.5424e-019	15.447	0.001003	0	0	0	0	0	3.2561e-005	0.7513	1	0.001281	0.0022	0.001281	0
482.11	0.52928	-0.12707	0	299.23	1.8648e-006	-1.0518e-012	8.3669e-012	-4.3885e-012	0	-7.8982e-006	-3.8385e-019	15.455	0.001003	0	0	0	0	0	3.2689e-005	0.7519	1	0.0012825	0.0022	0.0012825	0
482.37	0.52889	-0.12675	0	299.25	1.8667e-006	-1.0778e-012	7.3221e-012	-3.5532e-012	0	-7.0278e-006	-4.1346e-019	15.464	0.001003	0	0	0	0	0	3.2817e-005	0.75249	1	0.001284	0.0022	0.001284	0
482.62	0.5285	-0.12642	0	299.28	1.8686e-006	-1.1039e-012	6.2774e-012	-2.7179e-012	0	-6.1574e-006	-4.4306e-019	15.472	0.001003	0	0	0	0	0	3.2945e-005	0.75309	1	0.0012855	0.0022	0.0012855	0
482.87	0.52811	-0.12609	0	299.3	1.8705e-006	-1.1299e-012	5.2326e-012	-1.8825e-012	0	-5.287e-006	-4.7267e-019	15.48	0.001003	0	0	0	0	0	3.3073e-005	0.75368	1	0.001287	0.0022	0.001287	0
483.13	0.52772	-0.12576	0	299.32	1.8724e-006	-1.156e-012	4.1878e-012	-1.0472e-012	0	-4.4166e-006	-5.0227e-019	15.488	0.001003	0	0	0	0	0	3.3201e-005	0.75428	1	0.0012885	0.0022	0.0012885	0
483.38	0.52733	-0.12543	0	299.34	1.8743e-006	-1.182e-012	3.143e-012	-2.1188e-013	0	-3.5462e-006	-5.3188e-019	15.496	0.001003	0	0	0	0	0	3.333e-005	0.75487	1	0.00129	0.0022	0.00129	0
483.62	0.52691	-0.12509	0	299.37	1.8763e-006	-1.1894e-012	2.192e-012	4.3367e-013	0	-2.736e-006	-5.447e-019	15.504	0.001003	0	0	0	0	0	3.3466e-005	0.75551	1	0.0012915	0.0022	0.0012915	0
