"Conservative_1"	"Residual_1"	"Points:0"	"Points:1"	"Points:2"
390.47	-2.6494e-018	9.8412e-005	0.00039453	0
390.46	3.522e-018	9.2297e-005	0.00038017	0
390.41	9.4935e-018	6.5162e-005	0.00030701	0
390.4	-2.1852e-017	6.0432e-005	0.00029214	0
390.39	-1.1198e-018	5.5938e-005	0.00027719	0
390.39	-1.7041e-017	5.168e-005	0.00026217	0
390.36	3.4487e-018	3.3976e-005	0.00018619	0
390.35	-2.6365e-017	2.625e-005	0.00014001	0
390.35	1.2756e-017	2.8582e-005	0.00015544	0
390.34	-8.9045e-018	1.9365e-005	7.7963e-005	0
394.54	1.36e-017	0.001976	0.00018619	0
394.51	-1.43e-018	0.0019788	0.00017083	0
394.71	-2.0558e-017	0.0019496	0.00029214	0
395.02	-4.4304e-018	0.0018466	0.00051893	0
395.02	7.4906e-018	0.0018547	0.00050558	0
395.06	1.535e-017	0.0016197	0.0007744	0
395.06	1.7318e-017	0.0016319	0.00076459	0
395.06	4.1318e-018	0.0016074	0.000784	0
393.76	1.9905e-018	0.0011988	0.00096952	0
393.51	2.3527e-017	0.0011373	0.00097982	0
393.58	-1.9806e-017	0.0011527	0.00097761	0
392.83	-9.1107e-018	0.00096599	0.00098794	0
392.77	1.7698e-017	0.0009504	0.0009872	0
392.58	-1.4929e-018	0.00088902	0.00097497	0
392.59	-9.1209e-018	0.00090372	0.00098351	0
392.53	-1.2725e-017	0.00088821	0.00098179	0
392.36	1.0673e-019	0.00082772	0.0009657	0
392.41	-9.1259e-018	0.00084299	0.00096838	0
392.37	-8.0282e-018	0.00084186	0.00097516	0
392.05	8.1629e-018	0.00075036	0.00095536	0
392.1	-1.4562e-017	0.00076547	0.00095926	0
391.49	-1.2255e-017	0.00056101	0.00088342	0
391.12	6.8624e-018	0.00041505	0.00079341	0
391.09	6.1698e-018	0.00040259	0.000784	0
391.06	-5.8987e-018	0.00039029	0.0007744	0
390.98	-2.3834e-017	0.00035432	0.00074442	0
390.57	-1.5094e-018	0.00015533	0.00050558	0
390.56	2.4701e-017	0.00014745	0.0004921	0
390.53	-5.5904e-018	0.00013234	0.00046479	0
390.55	8.3172e-018	0.00013979	0.0004785	0
390.35	-1.7746e-017	3.1158e-005	0.00017083	0
390.32	-6.0577e-018	1.2116e-005	1.5676e-005	0
390.35	-1.4197e-017	1.641e-005	1.5608e-005	0
394.39	-1.338e-017	0.0019979	1.5676e-005	0
394.86	-3.306e-018	0.0019177	0.00038017	0
395.03	-1.0863e-017	0.0018298	0.00054524	0
395.02	1.9334e-017	0.0018383	0.00053215	0
395.04	2.0815e-017	0.0016789	0.00072351	0
395.05	1.6452e-017	0.001595	0.00079341	0
395.04	-1.8103e-017	0.0015824	0.00080263	0
394.49	-1.5244e-017	0.0013924	0.00090967	0
394.17	-2.0591e-018	0.0013046	0.00094223	0
394.23	1.6288e-017	0.0013194	0.00093739	0
391.91	-1.5606e-017	0.00070541	0.00094223	0
391.53	-1.412e-017	0.00057501	0.00089032	0
391.15	1.1072e-017	0.00042764	0.00080263	0
390.62	2.0203e-017	0.00018022	0.00054524	0
390.52	-6.6255e-018	0.00012512	0.00045095	0
390.35	9.0495e-018	2.4162e-005	0.00012454	0
394.41	1.3758e-017	0.0019936	1.5608e-005	0
394.46	-6.6893e-018	0.0019858	0.00012454	0
394.76	1.0336e-017	0.0019383	0.00030488	0
394.73	3.8684e-018	0.001943	0.00029011	0
394.73	-1.3076e-017	0.0019448	0.00030701	0
394.79	-1.1381e-017	0.0019347	0.00033653	0
394.76	-5.8663e-018	0.0019399	0.00032181	0
394.81	9.8256e-018	0.0019282	0.00033419	0
394.78	-9.8002e-019	0.0019334	0.00031957	0
394.88	2.8486e-018	0.0019114	0.00037752	0
394.86	1.4942e-018	0.0019172	0.00036317	0
394.95	-2.1684e-019	0.0018925	0.00042001	0
394.93	3.3212e-018	0.001899	0.00040595	0
395.01	1.64e-017	0.0018625	0.0004921	0
395.03	-6.6153e-018	0.0017692	0.00061649	0
395.03	-5.4439e-018	0.0017788	0.00060435	0
395.03	8.4957e-019	0.0017391	0.00065197	0
395.04	1.0901e-017	0.0017074	0.000686	0
395.04	-9.2106e-018	0.0016965	0.000697	0
395.03	-2.3849e-017	0.0016902	0.00071278	0
394.95	6.7909e-018	0.0015269	0.00083164	0
394.98	2.752e-018	0.00154	0.0008233	0
394.41	-7.3251e-018	0.001361	0.00091504	0
394.46	1.4824e-017	0.0013754	0.00090931	0
394.19	1.4371e-017	0.0013025	0.00093568	0
394.03	-6.7763e-021	0.0012579	0.00094872	0
393.82	1.3787e-017	0.0012141	0.00096634	0
393.79	-1.0167e-017	0.0011975	0.00096279	0
393.85	2.6478e-018	0.0012127	0.00095963	0
393.42	9.8612e-018	0.0011056	0.00097668	0
393.48	1.0083e-017	0.001121	0.00097497	0
393.07	9.0124e-018	0.0010284	0.00098844	0
392.25	-9.0243e-018	0.00079733	0.00095963	0
392.3	9.4004e-018	0.0008125	0.00096279	0
392.05	8.7244e-019	0.00073718	0.00094461	0
392.1	-1.7386e-017	0.00075213	0.00094872	0
392	6.1257e-018	0.00072231	0.00094026	0
391.96	1.0856e-017	0.0007075	0.00093568	0
391.86	1.3665e-017	0.00069058	0.00093739	0
391.82	3.2814e-018	0.00066353	0.00092055	0
391.87	8.7346e-018	0.00067811	0.00092583	0
391.69	3.6261e-018	0.00063205	0.00091568	0
391.65	-5.8651e-018	0.00061764	0.00090967	0
391.74	-1.1057e-017	0.00063464	0.00090931	0
391.78	5.7835e-018	0.00064904	0.00091504	0
391.29	-7.0981e-018	0.00047003	0.0008233	0
391.33	5.6091e-018	0.0004831	0.00083164	0
391.11	2.1091e-018	0.00039456	0.00076901	0
391.08	3.9844e-018	0.0003825	0.00075928	0
391.01	-1.3891e-018	0.00034725	0.00072896	0
391.03	7.358e-018	0.00035884	0.00073925	0
390.75	-2.0664e-017	0.00024538	0.00063287	0
390.82	1.1176e-017	0.00026067	0.0006403	0
390.8	-1.6941e-021	0.00025066	0.00062847	0
390.67	-6.7864e-018	0.00018595	0.00054145	0
390.61	-5.1245e-018	0.00017171	0.00053215	0
390.59	-1.3671e-017	0.00016341	0.00051893	0
390.5	3.5745e-018	9.2794e-005	0.00036317	0
390.51	7.4624e-018	9.8641e-005	0.00037752	0
390.46	2.331e-018	6.6997e-005	0.00029011	0
390.46	-8.0265e-018	7.1694e-005	0.00030488	0
390.44	2.6767e-018	5.8307e-005	0.00026035	0
390.45	-1.9925e-018	6.2535e-005	0.00027526	0
390.35	8.6419e-019	2.2318e-005	0.00010904	0
390.34	3.9854e-018	2.0719e-005	9.3512e-005	0
394.43	-7.2862e-018	0.0019906	7.7963e-005	0
394.83	1.4882e-018	0.0019228	0.00034872	0
395.06	-1.3252e-017	0.0016742	0.00071848	0
395.07	3.1406e-018	0.0016154	0.00076901	0
394.51	8.2645e-018	0.0013897	0.00090335	0
393.97	8.7397e-018	0.0012429	0.00095259	0
393.91	5.2431e-019	0.0012278	0.00095623	0
393.54	-1.3341e-017	0.0011364	0.00097301	0
392.15	5.2059e-018	0.00076714	0.00095259	0
391.69	-6.6374e-018	0.00062033	0.00090335	0
391.65	3.2018e-018	0.00060612	0.00089717	0
391.61	-1.0358e-017	0.00059201	0.00089076	0
391.58	5.9682e-018	0.000578	0.00088413	0
391.2	1.0164e-020	0.00043166	0.00079705	0
391.17	-4.0658e-020	0.00041915	0.0007879	0
390.41	-7.1269e-018	3.7926e-005	0.00016965	0
390.41	5.604e-018	3.5369e-005	0.00015436	0
394.55	-4.38e-018	0.0019721	0.00016965	0
394.91	5.1508e-018	0.0019053	0.00039178	0
394.99	-3.0542e-018	0.0018788	0.00044782	0
394.97	7.7262e-018	0.0018857	0.00043397	0
395	-1.249e-017	0.0018716	0.00046155	0
395.02	-1.6526e-018	0.0018566	0.00048868	0
395.01	6.7098e-018	0.0018642	0.00047518	0
395.04	4.2987e-019	0.0018407	0.00051532	0
395.03	7.03e-018	0.0018488	0.00050206	0
395.04	-6.6678e-018	0.0018325	0.00052845	0
395.04	1.2736e-017	0.0018241	0.00054145	0
395.04	-6.8059e-018	0.0018066	0.00056703	0
395.04	-8.1806e-018	0.0018154	0.00055431	0
395.04	4.0259e-018	0.0017883	0.00059206	0
395.03	4.6079e-019	0.0017287	0.00066348	0
395.04	-8.1247e-018	0.0017182	0.00067482	0
395.07	8.6452e-018	0.0016394	0.00074936	0
395.06	-1.291e-017	0.0015909	0.0007879	0
395.07	-4.5422e-018	0.0016032	0.00077855	0
395.03	8.6654e-018	0.0015657	0.000806	0
395.04	1.1185e-017	0.0015783	0.00079705	0
395.01	-7.8795e-018	0.0015529	0.00081475	0
394.88	-4.8298e-018	0.0015004	0.0008477	0
394.92	1.1438e-017	0.0015137	0.00083978	0
394.84	-3.1628e-018	0.0014869	0.00085542	0
394.8	-4.5147e-019	0.0014734	0.00086292	0
394.75	-5.1161e-019	0.0014597	0.00087021	0
394.25	-1.6194e-017	0.0013172	0.00093087	0
393.61	1.1807e-017	0.0011517	0.00097082	0
393.23	2.6876e-018	0.0010592	0.00098034	0
393.11	-2.5665e-018	0.0010282	0.00098157	0
393.17	1.1471e-017	0.0010437	0.00098108	0
393.05	9.491e-018	0.0010128	0.00098181	0
392.87	6.2337e-018	0.00096626	0.00098108	0
392.69	7.1752e-018	0.00091986	0.00097814	0
392.75	7.517e-018	0.00093531	0.00097936	0
393.04	-5.9733e-018	0.00099019	0.00096724	0
392.81	-1.3522e-017	0.00095078	0.00098034	0
392.52	1.6703e-018	0.00087364	0.00097301	0
392.46	-8.3683e-018	0.0008583	0.00097082	0
392.2	4.7095e-018	0.0007822	0.00095623	0
391.91	-1.0203e-017	0.00069276	0.00093087	0
391.54	1.1948e-017	0.00056409	0.00087728	0
391.5	8.8091e-020	0.0005503	0.00087021	0
391.46	4.7231e-018	0.00053662	0.00086292	0
391.43	8.6973e-018	0.00052306	0.00085542	0
391.26	-6.3527e-018	0.0004571	0.00081475	0
391.23	-8.1637e-018	0.00044431	0.000806	0
391.06	-2.9121e-018	0.00037059	0.00074936	0
390.91	2.1227e-018	0.00030256	0.000686	0
390.89	9.2784e-018	0.00029182	0.00067482	0
390.78	6.3697e-018	0.00024083	0.00061649	0
390.74	-4.8654e-018	0.00022175	0.00059206	0
390.73	-8.9955e-018	0.0002125	0.00057962	0
390.66	-1.2282e-018	0.0001775	0.00052845	0
390.64	8.4827e-018	0.00016926	0.00051532	0
390.63	4.3563e-018	0.00016123	0.00050206	0
390.61	-1.4218e-017	0.00015341	0.00048868	0
390.6	7.1388e-018	0.0001458	0.00047518	0
390.59	7.3607e-018	0.00013841	0.00046155	0
390.57	-6.7559e-018	0.00013123	0.00044782	0
390.56	6.2663e-018	0.00012427	0.00043397	0
390.55	1.4417e-018	0.00011753	0.00042001	0
390.68	5.8636e-018	0.0001404	0.00043434	0
390.67	-6.1605e-018	0.00013382	0.00042098	0
390.78	3.7553e-018	0.00014906	0.00042215	0
390.54	-3.6693e-018	0.00011101	0.00040595	0
390.52	-3.8523e-018	0.00010471	0.00039178	0
390.49	-1.2814e-017	8.7174e-005	0.00034872	0
390.43	1.2943e-018	5.4315e-005	0.00024537	0
390.43	1.855e-018	5.0559e-005	0.00023034	0
390.42	1.257e-018	4.7042e-005	0.00021524	0
390.42	3.0629e-018	4.3764e-005	0.00020009	0
390.41	-3.8828e-018	4.0725e-005	0.00018489	0
390.4	1.0385e-017	3.3053e-005	0.00013903	0
390.4	-8.6804e-018	3.0979e-005	0.00012367	0
390.4	-2.1769e-018	2.9148e-005	0.00010828	0
390.4	-6.5205e-018	2.756e-005	9.2862e-005	0
390.4	-7.0456e-018	2.6216e-005	7.7421e-005	0
390.4	9.4359e-019	2.5116e-005	6.196e-005	0
390.4	8.1061e-018	2.3648e-005	3.0995e-005	0
390.4	-1.9951e-017	2.426e-005	4.6483e-005	0
390.4	1.0139e-017	2.3281e-005	1.55e-005	0
390.62	-6.5569e-018	5.1561e-005	1.3754e-005	0
390.51	-1.6602e-018	3.7833e-005	2.2894e-005	0
390.5	1.8643e-018	3.5732e-005	1.0437e-005	0
394.45	-8.0959e-018	0.0019867	1.55e-005	0
394.45	9.2479e-018	0.0019864	3.0995e-005	0
394.45	2.3022e-018	0.0019857	4.6483e-005	0
394.46	6.39e-018	0.0019849	6.196e-005	0
394.47	-6.4561e-018	0.0019838	7.7421e-005	0
394.47	3.688e-018	0.0019824	9.2862e-005	0
394.49	-1.2355e-017	0.0019809	0.00010828	0
394.5	4.3554e-018	0.001979	0.00012367	0
394.57	-7.5877e-018	0.0019693	0.00018489	0
394.59	-3.5431e-018	0.0019662	0.00020009	0
394.66	6.9745e-018	0.0019557	0.00024537	0
390.76	3.5762e-018	0.00023119	0.00060435	0
390.58	-4.3953e-018	8.6885e-005	0.00030796	0
394.51	9.4601e-018	0.0019741	1.0316e-005	0
394.59	3.5745e-018	0.0019586	1.3591e-005	0
390.95	-4.6032e-018	0.0002769	0.00063685	0
390.93	4.7639e-018	0.00026697	0.00062492	0
390.9	-8.8015e-018	0.00025674	0.00061346	0
390.89	-6.7813e-018	0.00024764	0.00060167	0
395.09	3.1967e-018	0.0016586	0.00071309	0
395.09	4.8095e-018	0.0016471	0.00072336	0
394.53	-9.1674e-018	0.0019717	2.2518e-005	0
394.7	1.5696e-018	0.0019383	2.182e-005	0
392.72	1.8974e-019	0.00028596	2.7115e-005	0
392.43	-9.4224e-018	0.00025679	2.6408e-005	0
393.02	-3.3678e-018	0.00031587	2.7689e-005	0
393.5	-3.3542e-019	0.00036159	5.7126e-005	0
393.16	7.9282e-019	0.00033064	5.6585e-005	0
393.35	-5.9868e-018	0.00034649	2.6632e-005	0
393.69	6.7424e-018	0.00037769	2.7145e-005	0
391.29	4.0658e-018	0.00043333	0.00078164	0
392.86	-6.7657e-018	0.00094366	0.00096522	0
392.8	-9.3758e-018	0.00092836	0.00096448	0
392.92	7.6936e-018	0.00095917	0.00096569	0
390.78	2.9417e-018	0.00019342	0.00052684	0
390.76	8.3111e-018	0.00018475	0.00051475	0
390.75	-9.1895e-018	0.00017753	0.00050157	0
395.07	7.9579e-019	0.0017726	0.00058886	0
395.11	5.3092e-018	0.0017666	0.00057453	0
395.08	7.4672e-018	0.0017984	0.00055225	0
395.12	1.5509e-018	0.0017558	0.00058359	0
392.63	2.1472e-018	0.00088248	0.00096002	0
392.68	4.1843e-019	0.00087563	0.00094623	0
392.75	-5.968e-018	0.00089052	0.00094482	0
392.58	-2.4903e-019	0.00086758	0.00095789	0
392.53	-4.402e-018	0.00085272	0.00095486	0
392.42	-4.2729e-018	0.00082265	0.0009499	0
392.37	5.7895e-018	0.00080768	0.00094707	0
390.96	-5.5489e-018	0.00028603	0.00064873	0
390.98	8.3331e-018	0.00029636	0.00066	0
391.01	-1.275e-017	0.00030762	0.00067043	0
393.73	-9.026e-018	0.0011467	0.00094112	0
393.64	6.3511e-018	0.0011418	0.00095749	0
393.67	3.3271e-018	0.0011319	0.00094386	0
393.57	-2.8418e-018	0.0011266	0.00095978	0
393.51	-7.2006e-018	0.0011113	0.00096144	0
393.45	-3.6626e-018	0.0010966	0.00096405	0
394.61	2.4949e-018	0.0019591	0.00015937	0
394.63	-9.5554e-018	0.0019561	0.00017436	0
394.69	8.1866e-018	0.0019427	0.00016409	0
394.66	9.9984e-018	0.0019503	0.0002043	0
394.64	6.4519e-018	0.0019536	0.00018945	0
395.09	4.0049e-018	0.0016008	0.00076179	0
392.16	1.5009e-018	0.0002284	2.5659e-005	0
394.71	1.3381e-018	0.001943	0.00023393	0
393.61	4.0579e-018	0.0011167	0.00094571	0
393.7	-5.2118e-018	0.001157	0.00095502	0
395.37	1.6941e-021	0.0018092	2.4872e-005	0
395.66	-2.5233e-018	0.0017532	2.6407e-005	0
395.23	-8.9328e-018	0.0018359	2.4058e-005	0
391.55	2.5902e-018	0.00053646	0.00084661	0
391.68	-1.4018e-019	0.00054928	0.00083626	0
391.59	-2.8841e-018	0.00054994	0.00085349	0
391.67	7.0287e-018	0.0005776	0.0008671	0
391.63	-7.1193e-018	0.00056361	0.00086039	0
391.7	-3.1933e-019	0.00059094	0.00087449	0
391.73	8.7926e-018	0.00060441	0.00088092	0
391.81	-9.6941e-018	0.00060242	0.00086562	0
391.87	-1.1435e-018	0.00061659	0.00086792	0
395.15	8.2111e-018	0.0018495	4.8052e-005	0
395.29	-5.6438e-018	0.0018235	5.1044e-005	0
393.88	2.9985e-019	0.0012017	0.00094632	0
393.94	-4.9938e-018	0.001217	0.00094271	0
393.99	2.2931e-018	0.0012321	0.00094	0
393.81	1.1189e-018	0.0011864	0.0009495	0
394.8	-6.6547e-018	0.0014596	0.00085369	0
394.81	-8.3945e-018	0.0014459	0.00084375	0
394.85	2.8587e-018	0.0014586	0.00083649	0
394.76	5.6235e-018	0.0014462	0.00086056	0
394.84	9.6532e-018	0.001473	0.00084633	0
399.41	3.0425e-018	0.0010588	0.00027062	0
399.39	2.9409e-018	0.001023	0.00027472	0
399.36	1.1384e-018	0.00098695	0.00027533	0
395.08	-5.7594e-018	0.0018071	0.00053971	0
394.88	1.8495e-018	0.0014863	0.00083923	0
394.9	-6.0707e-018	0.0014544	0.00081729	0
394.89	-4.5956e-018	0.001472	0.00082851	0
399.44	-1.4887e-019	0.0010935	0.00026066	0
398.43	-3.7659e-018	0.00137	2.8666e-005	0
398.86	6.9457e-020	0.001332	3.0161e-005	0
399.21	6.124e-018	0.0013045	2.1031e-005	0
390.78	-5.4718e-019	7.1246e-005	2.1903e-005	0
391	-8.1061e-018	9.8233e-005	2.2184e-005	0
390.53	-1.329e-018	5.9185e-005	0.00020413	0
390.53	7.2836e-018	5.6474e-005	0.00018944	0
390.55	3.7972e-018	6.6445e-005	0.00023443	0
390.55	-3.5779e-018	6.9281e-005	0.00024941	0
394.1	-2.8037e-019	0.0012615	0.0009326	0
394.16	2.0079e-018	0.0012762	0.00092861	0
394.47	-2.9028e-018	0.0013629	0.00089867	0
394.52	-9.8933e-019	0.0013775	0.00089297	0
394.57	-1.8378e-018	0.0013913	0.00088701	0
394.55	-2.7181e-018	0.0019683	9.9197e-005	0
394.56	2.8913e-018	0.0019665	0.00011371	0
394.59	-5.6946e-018	0.0019619	0.00012875	0
394.42	5.302e-018	0.0013486	0.00090425	0
390.52	6.7237e-018	3.9306e-005	3.8048e-005	0
390.52	3.481e-018	4.0184e-005	5.3578e-005	0
390.5	5.9731e-018	4.0261e-005	8.3977e-005	0
394.86	-1.938e-018	0.00047424	2.8293e-005	0
394.06	-4.5367e-018	0.00040943	2.7595e-005	0
394.45	5.7327e-018	0.00044164	2.7979e-005	0
394.63	7.0388e-018	0.0013909	0.00086878	0
394.62	-4.355e-018	0.0014049	0.00088058	0
399.11	-5.4515e-018	0.001301	8.1146e-005	0
399.55	-6.0309e-019	0.0012739	5.6977e-005	0
399.2	-7.8706e-018	0.0013021	4.6278e-005	0
395.3	9.2157e-019	0.00050715	2.8533e-005	0
394.78	-3.9664e-018	0.0019313	0.00027816	0
398.89	1.1244e-017	0.0013245	5.9852e-005	0
398.1	7.9553e-018	0.0014032	2.877e-005	0
390.64	-8.083e-018	0.00011537	0.00037823	0
390.78	-1.0605e-018	0.0001335	0.00037765	0
390.76	9.7866e-018	0.00012635	0.0003634	0
390.92	3.2751e-018	0.00014728	0.00036171	0
390.62	-6.5355e-018	0.00010866	0.0003647	0
390.72	-9.757e-018	0.0001177	0.00035291	0
391.03	1.1385e-017	0.00031826	0.00068155	0
394.81	4.4778e-018	0.0019216	0.00025251	0
394.73	-3.1939e-018	0.0019395	0.00024906	0
394.75	2.2658e-018	0.0019359	0.00026393	0
391.66	-1.0269e-017	0.0001741	2.4108e-005	0
391.43	1.0435e-017	0.00014807	2.3526e-005	0
391.21	-3.3712e-018	0.00012289	2.2882e-005	0
393.34	2.5106e-018	0.0010664	0.00096535	0
393.39	6.5213e-018	0.0010814	0.00096537	0
393.22	6.9923e-019	0.0010365	0.00096698	0
393.31	6.6035e-018	0.0010444	0.00095375	0
393.27	-3.7668e-018	0.0010514	0.0009666	0
396.77	4.9043e-018	0.0015684	2.7979e-005	0
396.56	-6.4205e-019	0.0016006	2.7595e-005	0
394.21	-1.0398e-017	0.0012907	0.00092412	0
394.54	-3.6426e-018	0.0019691	8.4472e-005	0
394.54	-6.1955e-018	0.0019699	3.7409e-005	0
394.54	-1.8499e-018	0.0019695	5.3394e-005	0
394.64	-1.0771e-017	0.0019504	4.4587e-005	0
394.54	7.4302e-018	0.0019696	6.9375e-005	0
399.29	-6.119e-018	0.00088296	0.00024747	0
399.32	9.0734e-018	0.00091651	0.00026065	0
396.36	7.3463e-018	0.0016323	2.7145e-005	0
396.17	5.5421e-018	0.0016635	2.6632e-005	0
396.07	6.7085e-018	0.0016794	5.6585e-005	0
396.25	-5.0229e-018	0.0016484	5.7126e-005	0
397	2.5004e-018	0.0015358	2.8293e-005	0
397.79	-2.785e-018	0.0014365	2.8775e-005	0
397.5	4.0048e-018	0.0014697	2.8697e-005	0
397.24	-8.6313e-018	0.0015029	2.8533e-005	0
395.08	-2.7101e-018	0.0018158	0.00052704	0
395.12	4.902e-018	0.0017973	0.00052475	0
395.09	-1.0781e-017	0.0016357	0.00073365	0
395.12	7.0905e-018	0.0016197	0.0007279	0
395.12	2.1707e-018	0.0016312	0.00071731	0
392.98	6.285e-018	0.00097477	0.00096666	0
394.05	-1.0131e-017	0.0012469	0.00093648	0
394.68	6.717e-018	0.0014056	0.00086193	0
394.73	-1.4181e-017	0.0014196	0.00085576	0
394.67	7.6e-018	0.0014189	0.00087373	0
395.05	-2.1481e-018	0.0015632	0.00078957	0
394.98	7.0973e-018	0.0015255	0.00081573	0
395.01	1.1453e-018	0.0015383	0.00080779	0
395.03	-4.4905e-018	0.0015338	0.00079089	0
395.03	-2.0776e-018	0.0015506	0.00079881	0
395.06	-2.4145e-018	0.0015471	0.00078155	0
390.72	1.5412e-018	0.00016249	0.00047475	0
390.69	-8.4873e-019	0.00014755	0.0004478	0
390.71	-8.3916e-018	0.00015485	0.00046137	0
395.07	4.7457e-018	0.0018238	0.00051367	0
395.05	-9.6948e-018	0.0018475	0.00047453	0
395.06	2.6334e-018	0.00184	0.00048814	0
394.8	5.6158e-019	0.0019264	0.00029294	0
394.85	-7.8096e-019	0.0019137	0.00027944	0
394.88	1.1447e-017	0.0019077	0.00029594	0
394.82	-9.0256e-018	0.0019216	0.00030768	0
394.85	4.2009e-018	0.0019172	0.00032204	0
394.88	-7.193e-018	0.0019067	0.00031068	0
394.87	-1.0963e-017	0.0019117	0.00033634	0
395.07	-1.4804e-017	0.0018327	0.00050114	0
395.04	1.016e-017	0.0018547	0.00046057	0
395.03	3.7676e-018	0.0018609	0.00044559	0
395.05	-2.4204e-019	0.0018572	0.00043008	0
395.01	4.1676e-018	0.0018706	0.00043399	0
391.78	8.5127e-018	0.00061863	0.00088678	0
391.82	-2.4124e-018	0.00063312	0.00089251	0
399.45	1.311e-018	0.0011269	0.00024721	0
399.46	-5.3397e-018	0.0011583	0.00022942	0
395.77	-2.514e-018	0.00054027	2.8697e-005	0
390.65	4.1488e-018	0.00012205	0.00039214	0
395.07	7.8054e-019	0.0017627	0.00060102	0
395.07	-1.5967e-019	0.0017435	0.00062492	0
390.8	7.8071e-018	0.00020213	0.0005393	0
392.47	8.8024e-018	0.00083762	0.00095252	0
392.32	-5.7242e-018	0.00079261	0.00094345	0
392.27	4.5096e-018	0.00077764	0.00094041	0
399.51	-5.9766e-018	0.0012522	0.00012209	0
399.13	-4.3045e-019	0.0012679	0.00015178	0
399.5	-1.0944e-018	0.0012341	0.00015317	0
399.52	1.4759e-018	0.0012662	8.9587e-005	0
395.07	2.9021e-018	0.001724	0.00064873	0
395.11	5.0803e-018	0.0016983	0.00065251	0
395.1	-7.3866e-018	0.0017098	0.00064547	0
395.07	3.2178e-018	0.0017135	0.00065923	0
395.08	2.355e-018	0.0017024	0.00066985	0
399.25	1.5585e-018	0.00079801	0.00018152	0
399.25	3.4967e-018	0.00082307	0.00020745	0
399.23	2.0803e-018	0.00077558	0.0001533	0
398.64	2.2493e-018	0.00076418	0.00018479	0
398.63	8.2029e-018	0.00074212	0.00015178	0
399.24	-1.0828e-017	0.0007581	0.00012192	0
396.49	-5.9394e-018	0.00059016	5.7553e-005	0
395.97	3.8574e-018	0.00055683	5.7546e-005	0
396.27	2.5563e-018	0.00057352	2.8775e-005	0
396.8	2.2429e-018	0.0006068	2.877e-005	0
399.49	-7.6673e-018	0.0012121	0.00018174	0
399.49	-2.9816e-018	0.0011865	0.00020696	0
399.23	-9.1028e-018	0.00074383	8.9584e-005	0
391.87	2.9816e-018	0.00064766	0.0008983	0
391.94	-8.6897e-018	0.00067527	0.00090974	0
391.9	-6.2651e-018	0.00066139	0.00090452	0
391.99	2.4242e-018	0.00069012	0.00091421	0
392.01	-2.4818e-019	0.00067245	0.00089468	0
392.08	3.4059e-018	0.00068667	0.00089647	0
392	9.4631e-018	0.00066158	0.00088684	0
391.11	8.6912e-018	0.00035137	0.00071231	0
391.13	4.9003e-018	0.00036301	0.00072314	0
391.25	2.0041e-018	0.00036869	0.00070472	0
391.27	-9.7671e-018	0.00038009	0.00071688	0
391.15	-1.1705e-017	0.00037432	0.00073369	0
391.17	7.6538e-018	0.00038514	0.00074401	0
391.45	2.6906e-018	0.00049725	0.00082319	0
391.42	6.8008e-018	0.0004842	0.00081527	0
391.39	2.7554e-018	0.00047128	0.00080629	0
391.32	5.1322e-018	0.00044574	0.00079057	0
391.35	6.9245e-018	0.00045816	0.00079836	0
391.49	6.7005e-018	0.00047218	0.00078821	0
391.49	-9.9484e-018	0.00051064	0.00083105	0
392.04	-2.7893e-018	0.00070524	0.00091946	0
392.07	-6.5188e-018	0.00071887	0.00092515	0
392.22	6.6259e-018	0.0007632	0.00093685	0
390.59	-5.3084e-018	9.2915e-005	0.00032185	0
394.99	-6.0357e-018	0.001877	0.00042115	0
394.98	5.9055e-018	0.0018836	0.00040733	0
395.04	9.0086e-018	0.0018649	0.00037422	0
394.98	-1.7555e-019	0.0018815	0.00038173	0
395.01	-3.0819e-018	0.0018738	0.00039326	0
395.09	-6.1833e-019	0.0018617	2.323e-005	0
391.2	-6.9567e-018	0.00039707	0.00075291	0
390.51	-3.8464e-018	4.203e-005	9.8504e-005	0
394.32	1.063e-018	0.0013199	0.00091417	0
394.34	-3.9703e-018	0.0013072	0.00090188	0
394.27	-4.0624e-018	0.0013052	0.00091944	0
391.32	-3.0239e-018	0.00035489	0.00067195	0
391.16	-3.331e-018	0.0003345	0.00067698	0
391.27	2.1726e-018	0.00034048	0.00066131	0
391.06	-3.5571e-018	0.00030043	0.00064638	0
391.11	4.8169e-018	0.00031203	0.00065408	0
391.52	-8.5533e-018	0.00052364	0.00083935	0
391.63	4.253e-018	0.00053624	0.00083224	0
390.66	-5.9631e-019	0.00012779	0.0004068	0
399.34	-6.4741e-018	0.00095119	0.00027031	0
393.28	-3.7447e-018	0.0010305	0.00095087	0
393.44	6.0461e-018	0.0010742	0.00094981	0
390.82	-5.9343e-018	0.00021098	0.00055182	0
390.53	-6.0309e-018	5.2032e-005	0.00015866	0
390.53	6.802e-018	4.9369e-005	0.00014354	0
390.65	-1.1481e-017	6.358e-005	0.00013254	0
390.66	9.4512e-018	6.6063e-005	0.00014745	0
390.52	-1.8491e-018	4.6819e-005	0.0001288	0
390.52	7.4107e-018	4.4382e-005	0.00011387	0
394.93	5.8335e-018	0.001896	0.00037939	0
394.96	2.9646e-020	0.0018899	0.00039341	0
394.97	3.0514e-018	0.0018839	0.0003683	0
394.92	-8.0703e-018	0.001901	0.00036531	0
394.96	4.5943e-018	0.0018867	2.2436e-005	0
