"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y", "Heat_Flux"
871, 1.998900170976888e-03, 1.102834989112750e-04, 4.310763792979196e+02, 1.381931891157426e+01, -4.131085488317078e-03, 3.723028933331781e-02, -1.318413116193555e+06
872, 1.997035358593258e-03, 1.259597050677176e-04, 4.307500479706144e+02, 1.380885747852100e+01, -5.150745157873325e-03, 4.056631695800188e-02, -1.300813785353189e+06
873, 1.994923310200557e-03, 1.416045194249517e-04, 4.304182708842970e+02, 1.379822146693799e+01, -6.175520009089846e-03, 4.317158261921238e-02, -1.279369780887745e+06
874, 1.992564552165524e-03, 1.572140429672508e-04, 4.300823710801265e+02, 1.378745329048692e+01, -7.177493661578526e-03, 4.508654684903091e-02, -1.254733598273170e+06
875, 1.989959672340111e-03, 1.727843854740995e-04, 4.297508946359496e+02, 1.377682691680063e+01, -8.127924296596397e-03, 4.633333984441482e-02, -1.227514047967489e+06
876, 1.987109319914980e-03, 1.883116664897179e-04, 4.294281606338885e+02, 1.376648080573475e+01, -9.000245342841440e-03, 4.693933730977397e-02, -1.198238194239334e+06
877, 1.984014205257715e-03, 2.037920162901521e-04, 4.291212438361857e+02, 1.375664175792220e+01, -9.771230719455563e-03, 4.694086574804105e-02, -1.167341445720192e+06
878, 1.980675099735774e-03, 2.192215768476914e-04, 4.288344416507738e+02, 1.374744753839387e+01, -1.042311769462875e-02, 4.638948657563179e-02, -1.135165935198034e+06
879, 1.977092835524257e-03, 2.345965027923687e-04, 4.285712367792154e+02, 1.373900979456511e+01, -1.094284872310711e-02, 4.534366334254877e-02, -1.101962848055155e+06
880, 1.973268305398507e-03, 2.499129623703084e-04, 4.283343463415744e+02, 1.373141563106630e+01, -1.132250487157551e-02, 4.386816314322400e-02, -1.067891821651646e+06
881, 1.969202462511612e-03, 2.651671383986787e-04, 4.281252592226348e+02, 1.372471277812494e+01, -1.155932187607140e-02, 4.203208091763882e-02, -1.033023608464587e+06
882, 1.964896320156857e-03, 2.803552292170144e-04, 4.279444553088308e+02, 1.371891661979822e+01, -1.165515363146726e-02, 3.990558375869697e-02, -9.973454265074803e+05
883, 1.960350951515195e-03, 2.954734496346700e-04, 4.277915213060172e+02, 1.371401390682483e+01, -1.161584427027736e-02, 3.755737745636133e-02, -9.607804583471421e+05
884, 1.955567489387783e-03, 3.105180318741689e-04, 4.276652739786054e+02, 1.370996670738867e+01, -1.145044057728494e-02, 3.505244602459653e-02, -9.232193374489137e+05
885, 1.950547125913667e-03, 3.254852265102117e-04, 4.275639305277292e+02, 1.370671786905162e+01, -1.117030267368421e-02, 3.245015972593386e-02, -8.845621545019356e+05
987, 6.424597867213755e-04, 9.319681291524349e-04, 4.142226994120463e+02, 1.327902863272438e+01, 4.869704996717236e-01, 1.894339337246864e-01, -1.779248808605846e+06
988, 6.277926885964240e-04, 9.261288486078414e-04, 4.177263564795850e+02, 1.339134783344692e+01, 4.856578717250640e-01, 1.978058456237165e-01, -1.789656026392744e+06
989, 6.132195984415069e-04, 9.200587573381746e-04, 4.213196410436132e+02, 1.350654028591026e+01, 4.837032907264676e-01, 2.059710512665964e-01, -1.799537754736450e+06
990, 5.987441481762108e-04, 9.137593681374368e-04, 4.249949578741468e+02, 1.362436250448076e+01, 4.811325292727574e-01, 2.139106993980926e-01, -1.808916173734736e+06
991, 5.843699453862159e-04, 9.072322509454814e-04, 4.287448209902151e+02, 1.374457450579732e+01, 4.779718158687524e-01, 2.216073235967959e-01, -1.817812632268382e+06
992, 5.701005724242070e-04, 9.004790324567516e-04, 4.325618664436561e+02, 1.386694021859046e+01, 4.742476996111961e-01, 2.290448146553104e-01, -1.826247901231439e+06
993, 5.559395855170797e-04, 8.935013957148740e-04, 4.364388668051017e+02, 1.399122794806978e+01, 4.699870279087686e-01, 2.362084385838518e-01, -1.834243296809908e+06
994, 5.418905138796521e-04, 8.863010796932088e-04, 4.403687514453846e+02, 1.411721102609928e+01, 4.652169866104590e-01, 2.430848890291329e-01, -1.841819495344952e+06
995, 5.279568588351102e-04, 8.788798788614603e-04, 4.443446326727399e+02, 1.424466864909605e+01, 4.599651441499235e-01, 2.496623514420345e-01, -1.848996084177010e+06
996, 5.141420929424064e-04, 8.712396427384597e-04, 4.483598352323538e+02, 1.437338682371801e+01, 4.542594199880899e-01, 2.559305353182674e-01, -1.855792627471109e+06
997, 5.004496591308225e-04, 8.633822754312234e-04, 4.524079238660003e+02, 1.450315925036266e+01, 4.481279243372667e-01, 2.618806331927975e-01, -1.862229058360294e+06
998, 4.868829698419224e-04, 8.553097351604118e-04, 4.564827212320046e+02, 1.463378789763990e+01, 4.415986656245954e-01, 2.675051852558099e-01, -1.868326657044678e+06
999, 4.734454061790986e-04, 8.470240337722990e-04, 4.605783138342469e+02, 1.476508319244229e+01, 4.346991671497926e-01, 2.727978546246378e-01, -1.874105921271107e+06
1000, 4.601403170649294e-04, 8.385272362373774e-04, 4.646890436059845e+02, 1.489686375014176e+01, 4.274560682401793e-01, 2.777531459265384e-01, -1.879585639017924e+06
1001, 4.469710184065599e-04, 8.298214601357259e-04, 4.688094893245461e+02, 1.502895577878729e+01, 4.198948031016640e-01, 2.823661240489925e-01, -1.884784016625649e+06
1002, 4.339407922693052e-04, 8.209088751292626e-04, 4.729344357565022e+02, 1.516119208997002e+01, 4.120394655104131e-01, 2.866322168719462e-01, -1.889716311519788e+06
1003, 4.210528860586935e-04, 8.117917024210206e-04, 4.770588400011424e+02, 1.529341101987232e+01, 4.039129479623624e-01, 2.905471927622869e-01, -1.894394867325217e+06
1004, 4.083105117111440e-04, 8.024722142015781e-04, 4.811778078900896e+02, 1.542545567269372e+01, 3.955373496449258e-01, 2.941073529799170e-01, -1.898831173209770e+06
1005, 3.957168448934831e-04, 7.929527330827786e-04, 4.852865970536149e+02, 1.555717401894978e+01, 3.869345145143382e-01, 2.973098798794259e-01, -1.903034980588784e+06
1006, 3.832750242115048e-04, 7.832356315188905e-04, 4.893806512059034e+02, 1.568841999457915e+01, 3.781264640196181e-01, 3.001531815294069e-01, -1.907017497457527e+06
1007, 3.709881504277609e-04, 7.733233312153388e-04, 4.934556481669397e+02, 1.581905504041481e+01, 3.691355293356577e-01, 3.026370603989403e-01, -1.910789439639685e+06
1008, 3.588592856887900e-04, 7.632183025251684e-04, 4.975075382555718e+02, 1.594894933297765e+01, 3.599841401797186e-01, 3.047626199566441e-01, -1.914361079574686e+06
1009, 3.468914527619623e-04, 7.529230638333770e-04, 5.015325530804567e+02, 1.607798206629394e+01, 3.506943889124755e-01, 3.065319498072819e-01, -1.917745430541949e+06
1010, 3.350876342821446e-04, 7.424401809292831e-04, 5.055271869843963e+02, 1.620604085704336e+01, 3.412875555319495e-01, 3.079477102522959e-01, -1.920957679990893e+06
1011, 3.234507720083663e-04, 7.317722663670769e-04, 5.094881614167403e+02, 1.633302060242004e+01, 3.317837394078816e-01, 3.090127377691440e-01, -1.924012479491296e+06
1012, 3.119837660906682e-04, 7.209219788147165e-04, 5.134123871437565e+02, 1.645882226868384e+01, 3.222016647972075e-01, 3.097297500406266e-01, -1.926921512209866e+06
